分類	エリア	施設コード	施設名	テキスト	総合	サービス	立地	部屋	設備・アメニティ	風呂	食事	旅行の目的	同伴者	宿泊年月	投稿者	年代	性別	投稿回数
B_ビジネス	06_札幌	635	ホテルグレイスリー札幌	札幌駅から地下で直結になっていて大変便利でした。お部屋が最上階の札幌駅側にしていただき、夜景が見ることができよかったです。エレベータはカードキーをタッチしないと、行き先階を選択できずセキュリティは万全で安心して宿泊できますよ	4	4	5	4	4	-	-	ビジネス	一人	Tue Apr 14 00:00:00 JST 2015	両さん0926	50代	男性	77
B_ビジネス	06_札幌	901	ホテルエミシア札幌	幼児の電車の練習も兼ねて宿泊させていただきました。部屋の企画はともかく、チェックアウト10時までの駐車料金、一滞在1200円て。15時から停めないと損？という見方も。皆さん注意しましょう。	1	3	4	4	3	-	-	その他	家族	Wed Aug 12 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	104756	ホテルさっぽろ芸文館(旧北海道厚生年金会館）	ニトリ文化ホールでライヴがあったので、利用させていただきました。隣なので、とても楽でした。ホテルは、従業員の方が笑顔で対応していただき、気持ちよく過ごせました。朝食はサービスなのか、トーストとサラダ、ヨーグルト…和食もあれば嬉しいです。	4	4	3	4	3	3	2	レジャー	一人	Mon May 04 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	130132	フレイムホテル札幌	急な宿泊で予算も余裕がなく探していて見つけました。フロントに駐車場を聞きに尋ねた時から、ほんとに働いている方たちの応対はとても気持ちの良いものでした。他と比べると安かったので朝食も追加。手作り感満載でとても美味しく頂きました。食べ終えたの下げに来ていたお店の方が椅子までキチンと拭いていたのが素敵な印象でした。	4	5	4	4	3	4	4	レジャー	家族	Sun Aug 16 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	67899	ニコーカプセルホテル　リフレ	朝のバイキングがおいしく、場所も空いていたので、ゆっくり食べられました。出入り自由なのもいいですね。	4	4	4	4	4	4	5	ビジネス	一人	Mon Aug 24 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	136840	ホテルノースゲート札幌	駅にも、買い物をしたかった店にも近かったので選択しました。フロントの対応も良く、また枕のレンタルサービスも気が利いています。１階がコンビニで利便性も高く、コスパ的にも文句なし、です。ただ、前回宿泊した時にも感じたのですが、スリッパが・・・部屋のランクによるのかもしれませんが、使い捨てのものを部屋に常備できないなら、せめてフロントで販売していただけると嬉しいです。前回で懲りて、次は持参しようと思っていたのに失念してしまったことだけが残念です。	5	5	5	4	4	3	-	ビジネス	一人	Thu Apr 16 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	146123	ホテルリリーフ札幌すすきの	朝食が美味しかったです。	4	4	4	4	4	5	5	レジャー	一人	Fri Sep 18 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	136840	ホテルノースゲート札幌	別のホテルを予約してたのですが、プランがレイトチェックインだったのと体調不良で急遽ホテルを探し価格の手頃なこちらを選びました。客室の椅子から糸がほつれてたりトイレをしようと座ったら前の壁にヒビがあったりしましたが、部屋も広くてそれを補うくらいに快適でした。部屋に置いてたデラックスフロアの案内にまた興味津々…、これは次回の楽しみにとっておきます。	4	5	5	3	5	5	-	レジャー	一人	Mon Apr 06 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5253	ホテルニューバジェット札幌	札幌での常宿ですが、氷の販売機が有れば良いですね。	4	5	5	5	4	5	4	ビジネス	一人	Wed Dec 23 00:00:00 JST 2015	fuji313	40代	男性	2
B_ビジネス	06_札幌	761	ホテルレオパレス札幌	価格が普段より高かった。	3	5	5	4	5	5	-	レジャー	一人	Thu May 14 00:00:00 JST 2015	レナ＆ココ＆リク	40代	男性	11
B_ビジネス	06_札幌	147185	アパホテル＜ＴＫＰ札幌駅前＞	久しぶりにアパホテルを利用しました。清潔感があって申し分ないホテルです。寝坊して朝食を食べれなかったのが心残り。。。	5	4	5	5	5	4	-	ビジネス	一人	Tue Dec 22 00:00:00 JST 2015	HTO0516	40代	男性	84
B_ビジネス	06_札幌	109107	イビススタイルズ札幌（旧　ベストウェスタン　ホテル札幌中島公園）	夫婦で２泊利用させていただきました。評判通り、部屋が広くて快適でした。欲を言えばチェアも２脚あると便利かと思います。１階にローソンがあり、買い物も便利。	5	4	5	5	4	3	5	レジャー	家族	Sat Apr 18 00:00:00 JST 2015	どん6090	40代	男性	43
B_ビジネス	06_札幌	7523	ホテルモントレ　エーデルホフ札幌	部屋もきれいで、スパもとてもよかったです。近くにコンビニもあり交通の便利もいいのでまた泊まりたいです。	5	3	5	4	3	4	-	その他	家族	Mon Aug 10 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	67899	ニコーカプセルホテル　リフレ	熟睡できました	4	3	4	3	3	4	-	ビジネス	一人	Sat Jul 04 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	108142	ホテルルートイン札幌中央	繁華街お真中にあります！車立駐ですがバイクは５分ぐらい離れた民間の駐車場です。荷物が有ると不便ですよ！それ以外は良い感じですね！１階にローソンが直結してます	2	3	4	4	3	4	4	レジャー	友達	Sat Aug 15 00:00:00 JST 2015	KABU9416	60代	男性	25
B_ビジネス	06_札幌	1131	ホテルモントレ札幌	素敵なホテルだと思います。スタッフの接客もとても親切です。駅にも近い。はじめてこんな旧ヨーロッパ風なホテルに泊まりますが、いい体験になりました。お世話になりました！	5	5	5	5	5	5	5	レジャー	一人	Sun Nov 01 00:00:00 JST 2015	クリス0462125	20代	男性	3
B_ビジネス	06_札幌	844	ラッソ　アイスバーグホテル	連泊初日。ここは浴槽とベッドが広めなのが良いです。それ以外は2泊目にコメントします。	4	4	4	4	3	5	4	ビジネス	一人	Thu Sep 17 00:00:00 JST 2015	ａｔｈｌｏｎ64km	50代	男性	30
B_ビジネス	06_札幌	625	札幌アスペンホテル	家族4人んでの観光旅行でしたが、このホテルを使って大変満足しています。北海道大学が目の前（徒歩1分）で、札幌駅地下入り口（徒歩1分）と立地が良く、ふらふら歩いて何処に行くのにも便利でした。部屋に着いてびっくり、間違えて喫煙室を2部屋予約していました。フロントにＴＥＬして、快く禁煙ルームに変更して頂けました。大変感謝しています。今回は2泊3日の30年ぶりの北海道旅行でしたが、次回はもっとゆっくり時間を取って、妻と二人でまた、アスペンホテルを利用させて頂きます。ありがとうございました。	5	5	5	5	5	5	5	レジャー	家族	Sun Aug 23 00:00:00 JST 2015	つぼちゃん0410	50代	男性	7
B_ビジネス	06_札幌	851	ホテルクラビーサッポロ	すぐ近くにサッポロファクトリーがあり、サッポロビール園までもアクセスしやすく、朝食も美味しかったですただ、レンタカーで来ていたので、ホテルに駐車場が無く離れた有料駐車場を借りないと行けないのが辛かったかな？	4	3	4	4	5	3	5	レジャー	家族	Fri May 15 00:00:00 JST 2015	ネットショッパー	20代	男性	7
B_ビジネス	06_札幌	37385	ウィークリーさっぽろ２０００＆アネックス	屋根付きの駐輪場があり、雨が降っていたので自転車の自分には好都合でした。部屋はとてもキレイで掃除が行き届いていました。繁華街が近く、飲食店やコンビニ至近でススキノの夜を満喫するには便利だと思います。札幌再訪時にはまた利用したいと思います。	5	4	4	4	4	-	-	レジャー	一人	Mon Jul 13 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	50747	天然温泉　ホテルパコジュニアススキノ（２０１６年６月１日よりプレミアホテル―ＣＡＢＩＮ―札幌）	すすきの近くでリーズナブルで使いやすいホテルです。	4	4	5	4	4	4	-	ビジネス	家族	Thu Aug 06 00:00:00 JST 2015	chiyonofug	30代	男性	1
B_ビジネス	06_札幌	29719	ホテルユキタ	暖房を消しても蒸し暑く扇風機を借りるはめになった。	3	3	3	3	3	3	3	ビジネス	一人	Mon Sep 28 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	6110	大通公園ホテル	ごく普通。問題ないんじゃないでしょうか。お世話になりました。	3	3	3	3	3	3	-	ビジネス	一人	Thu Dec 17 00:00:00 JST 2015	つんこ73	50代	男性	79
B_ビジネス	06_札幌	41399	プレミアホテル　中島公園　札幌（旧：ノボテル札幌）	また利用させていただきます。	5	5	4	5	5	5	5	ビジネス	一人	Thu Nov 12 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	11127	中殿ホテル（ＮＡＫＡＴＯＮＯ　ＨＯＴＥＬ）	エレベーターの中が匂うそれ以外は、値段相応	2	3	2	3	1	3	-	ビジネス	一人	Sun Jul 12 00:00:00 JST 2015	大谷8226	30代	男性	117
B_ビジネス	06_札幌	130132	フレイムホテル札幌	・内装はリニユーアルされていて、新しく清潔感があります。・室内の風呂はやや狭いが、ＴＶ付の大浴場があり満足できる。・無料ＰＣ・マッサージ機が使える。室内にコンセントが多く不自由しない、ハンガーが多いのもありがたい。机の上部にあるライトで書き物がしやすい。・ホテル前・横にコンビニ２軒あり便利。・地下鉄ススキノの４番出口にはエスカレーターがあり、荷物が重い時に助かる。・ベッド・枕はほどほどの弾力があり、寝心地が良い。・朝食はおいしいが、個人的には高めな感じがする。・コスパのレベルはかなり高い。	5	4	5	5	5	5	3	レジャー	一人	Mon May 18 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	18418	ホテルアネックス	また行く事は無いと思いますが、、、広い部屋にこの値段で泊まれるのは良いと思います。	3	2	3	3	3	3	-	レジャー	家族	Thu Dec 31 00:00:00 JST 2015	ヤッチマン	30代	男性	4
B_ビジネス	06_札幌	1430	東京ドームホテル　札幌	GWに北海道旅行で使いました。立派なロビー、室内までの手荷物のデリバリーと大手ホテルの細やかなサービスを提供いただきました。ただ要望として、市内観光の為のレンタサイクルの無料貸し出しやホテル内の展望大浴場があれば、とても助かるなと感じました。あとベッド幅をあと数十センチ広げていただければ非常にいいホテル室内空間になるのになと思いました。あと室内冷蔵庫の機能がもっとすぐに冷える冷蔵庫に替えてほしいです。買ってきたビールが全然冷えませんでした。最後にベッドでダニと覚しき生物に就寝中足を刺されました。とても残念です。これ以外は充実したサービス提供だったと実感しております。	3	4	2	2	3	-	-	レジャー	家族	Sun May 03 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	625	札幌アスペンホテル	駅ビルから至近距離で食事には困らないコンビニエンスストアも近くにある北海道大学入口へは徒歩3分	4	4	5	4	4	4	4	レジャー	家族	Mon Oct 05 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	140800	アパホテル＜札幌すすきの駅西＞	セブンイレブンが下にあり、ちょこっと何か欲しい時にすぐ行けます。	5	5	5	5	5	5	5	レジャー	仕事仲間	Tue Jun 09 00:00:00 JST 2015	ばんそうこう8855	30代	男性	11
B_ビジネス	06_札幌	147185	アパホテル＜ＴＫＰ札幌駅前＞	立地：札幌駅徒歩5分とは嘘ではないが、JRからは到底無理でしょう。立地自体は不便な場所ではない。部屋：清掃も行き届いていたが、前の宿泊客のごみの一部が残っていたのは残念。風呂：排水が×。足元の湯がいつまでも抜けず、気持ち悪い。おまけにバスタブから出たら足元のマットはびしょ濡れ。最悪です。サービス：全国どこのAPAホテルでも均一サービス。アメニティ：歯ブラシがなく、フロントに電話しようとしたら電話が故障中。風呂上りにまたスーツを着てフロントに取りに行くというこちらもがっかり。	3	4	4	4	2	1	-	ビジネス	一人	Wed Feb 18 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	50747	天然温泉　ホテルパコジュニアススキノ（２０１６年６月１日よりプレミアホテル―ＣＡＢＩＮ―札幌）	ススキノにも近くて便利です。駐車場も立駐と近くに2箇所もあり大変良かったです。	4	4	5	4	3	4	-	レジャー	一人	Sat Jul 04 00:00:00 JST 2015	GRS196	50代	男性	2
B_ビジネス	06_札幌	67899	ニコーカプセルホテル　リフレ	衛生上苦手な人もいるかと思いますが、自分は歯磨き粉が常備されてるのが凄く嬉しいです。	4	4	5	4	5	3	-	レジャー	一人	Sat Aug 22 00:00:00 JST 2015	クマ312	40代	男性	62
B_ビジネス	06_札幌	27785	ホテルコトニ札幌	７月７日宿泊しました。造りは昔風ですが、きれいで広い部屋は大変良かったと思います。また利用したいホテルです。	4	4	4	5	4	4	-	ビジネス	一人	Mon Jul 06 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	79301	ホテル　クレール札幌	2度目の利用でしたが、前回同様快適に過ごさせていただきました。とにかくコスパが素晴らしいので、これからも機会があれば利用させていただきます。ありがとうございました。	5	5	5	5	5	5	-	レジャー	友達	Thu Apr 23 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5903	アートホテルズ札幌	夫婦での二泊利用させて頂きましたが、グレードアップの部屋を用意して頂きまして有り難う御座います。ただ、一日しか利用しなかった大浴場ですが二日分入湯税徴収されたのには不満が残ります。税金の不当徴収ではないですか？	4	3	4	5	3	3	4	その他	家族	Fri Nov 20 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	104743	三井ガーデンホテル札幌	立地、部屋、朝食共に満足です。強いて言うとすればテレビが壁掛けで固定されているため見辛いかなと思うことですね。ベッドの上で見るには問題ないですが。朝食は当日追加しました。種類は豊富ですが、1500円は高いと思います。もう少しリーズナブルだと嬉しいですね。大浴場はメンズビオレがあり、あまり他のホテルでは男性用アメニティがないので好印象でした。全体的にもう少しリーズナブルになればまた利用したいと思います。	4	3	4	4	3	4	4	レジャー	一人	Mon May 11 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	813	新さっぽろアークシティホテル	繁忙期で値段が高かったのでこの評価です。設備に古さが目立ちそろそろリニューアルが必要と思います。風呂もかび臭かったです。	2	3	5	2	2	2	-	ビジネス	一人	Fri Jul 03 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	50747	天然温泉　ホテルパコジュニアススキノ（２０１６年６月１日よりプレミアホテル―ＣＡＢＩＮ―札幌）	すすきのの繁華街から少し離れているので静かで快適でした。今回は北海道マラソン参加のための宿泊だったので温泉がとても嬉しかったです。朝食も充実していてとても良かったです。またフロントの方の対応も丁寧でとても良かったです。部屋は少しだけ古い感じはしましたが綺麗に掃除されていて気になる程ではありませんでした。来年も北海道マラソン参加の時には宿泊させて頂きます。	5	5	5	5	5	5	5	レジャー	一人	Fri Aug 28 00:00:00 JST 2015	ezosika1	40代	男性	18
B_ビジネス	06_札幌	109107	イビススタイルズ札幌（旧　ベストウェスタン　ホテル札幌中島公園）	2度目の利用です。また利用します。	5	5	5	5	3	5	5	レジャー	一人	Wed Oct 14 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	625	札幌アスペンホテル	前回初めて宿泊して大満足だったので、今回も宿泊。お目当ての朝食は、やはり２泊しても食べきれないほどのバラエティ。ご飯派、パン派どちらも満足できるだけのラインナップに、パスタやカレーもあって、食べ過ぎてしまうほど。１つだけ不満を言うなら、万人向けにつくってあることを割り引いても、カレーはもう少し辛いほうがいいと思う。日替わり入浴剤がフロントに置いてあって、毎日楽しめるのも嬉しい。今回は、札幌にしては寒くなかったが、それでも湯船にゆっくり浸かれると疲れが取れる気がする。午前中はヤマトの宅配便デスクがあって、そこから簡単に荷物が送れるのもありがたかった。フロントの人たちもレストランの人たちも皆笑顔で、非常にホスピタリティを感じた。札幌での圧倒的ファーストチョイスである。	5	5	5	5	5	5	5	レジャー	一人	Sun Nov 29 00:00:00 JST 2015	gak-oh	50代	男性	77
B_ビジネス	06_札幌	108142	ホテルルートイン札幌中央	出張での利用で、その後友達との飲み会でした。たまたま予約したお店がすぐ近くだったのでわかりやすくてよかったです。お風呂も広くて清潔でとても良かったです。ただ少しぬるかったかな?コンビにもあり、地下鉄駅すぐそばで、チカホも利用でき大変満足でした。	5	3	5	5	5	5	-	レジャー	一人	Sat Dec 05 00:00:00 JST 2015	kifu3	40代	女性	5
B_ビジネス	06_札幌	135902	ホテルリブマックス札幌	案内された部屋はツインでしたが、部屋も広くコストパフォーマンスが高いと感じます。隣部屋に繋がる？謎の扉（勿論ロックされていますが）から隣の部屋の方の話し声が聞こえてくるのが少々気になった程度です。地下鉄で行くのであれば南北線中島公園駅からが近いです。すすきのも徒歩圏内です。近所にローソンもあり買い物にも不便を感じませんでした。	4	3	4	4	3	3	-	レジャー	一人	Sun Jan 04 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	17678	シャトレーゼ　ガトーキングダムサッポロ　ホテル＆スパリゾート	部屋が広くて良かったです。今回プールを利用しなかったので、次回宿泊する際には利用したいと思います。	4	4	4	4	4	4	4	レジャー	恋人	Fri May 22 00:00:00 JST 2015	あやち0701	20代	女性	2
B_ビジネス	06_札幌	108414	東横イン札幌駅北口	朝食に牛乳を置いてほしいです。	4	4	4	4	4	3	3	レジャー	友達	Sat Dec 19 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	70730	スーパーホテル札幌・すすきの	温泉、食事付きで料金もリーズナブルです。従業員教育も行き届いており、気持ちよく過ごせました。	5	5	5	5	5	5	5	ビジネス	一人	Mon Jun 08 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	8480	札幌オリエンタルホテル	価格の高い時期に格安のホテルが見つかって満足しています。以前にも泊まった事があったので、土地勘もあり動きやすかったです。	5	5	5	5	5	5	-	ビジネス	一人	Sun Aug 09 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5903	アートホテルズ札幌	選択できる朝食がよかったです。	4	3	4	4	3	4	4	レジャー	家族	Wed Sep 30 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	72781	ＪＲイン札幌	２泊泊まらせていただきました。駅から近く、最後の交差点さえ除けば雨に降られても駅から濡れずにたどり着けるのが良いですね。道向にコンビニもあり、周囲に飲食店もたくさんあり、立地は最高です。お部屋も設備も美しく、ズボンプレス・リセッシュなどが大変気が利いていると思います。ジンギスカン食べたらリセッシュは必須ですよね（笑）朝食も美味しいパンが数種類あり、十勝あずきのパンとデザートの牛乳プリンが美味しかったです。今夏はいつも泊まっているホテルの予約が取れずに利用させていただいたのですが、これからはＪＲイン様も利用させていただきます。ありがとうございました。	5	5	5	5	5	5	5	レジャー	一人	Tue Dec 01 00:00:00 JST 2015	sasa_monkey	40代	男性	2
B_ビジネス	06_札幌	5171	ホテル　ハミルトン札幌	表通りからはちょっとわかりずらいですね。コンビニも近く、部屋自体もそんな狭くなくわりと快適でした。ただ、お風呂のカランの根元から水やお湯が吹き出すのはちょっといただけませんね。あれくらいなら、ホームセンターで売ってる部品で直せるレベルなのに。	3	2	2	4	3	3	-	その他	恋人	Wed Feb 18 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	67300	ＨＯＴＥＬリーネルすすきの（旧：ホテル　ラッソすすきの）	すすきの・地下鉄から近く便利です。ちょっと設備が古いので風呂の換気扇からカタカタ音がしたりします。価格相応です。	3	3	4	3	3	3	-	ビジネス	一人	Thu Apr 23 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	146123	ホテルリリーフ札幌すすきの	すすきのから近く便利です。交代制ですが大浴場があり良かったです。スタッフの方の親切な対応も良かったのでまたお世話になると思います。	5	5	4	4	4	4	-	レジャー	家族	Sun Jul 12 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	72781	ＪＲイン札幌	札幌駅から数分、コンビニもすぐ近くにある便利な立地。内装はシンプルですが、新しく清潔な印象。部屋の備品も充実しており、不自由はありませんでした。フロントの方は親切でした。朝食も美味しかったです。「軽」朝食との案内のとおり、温かい卵やハム料理が出ないので、パンをチーズやハム入りのデニッシュなどにしていただけると、さらに充実すると思います。	4	5	5	4	5	3	3	レジャー	一人	Sun Jun 28 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	53225	東横イン札幌駅西口北大前	東横インのホテルはどこも水音や足音が響きますね。部屋にもよるのかな。朝食バイキングはせめてトレイがほしいです。プレート一枚っていうのはどうも…。そんな中、フロントの女性の方の応対は良かったです。気持ちよく宅急便なども受け付けてくれました。	3	3	3	3	3	3	2	レジャー	一人	Sun Dec 27 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	9564	ホテル翔ＳＡＰＰＯＲＯ（旧ウイークリー翔すすきの）	駅から近くて便利だし、安いし	3	3	4	3	3	3	3	レジャー	友達	Tue Feb 10 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	53225	東横イン札幌駅西口北大前	他の方の口コミにあったベッドがギィギィ鳴る本当でした。どうしてホテルが改善しないのか？　また、朝食会場が狭い。その他は普通です。	3	3	3	3	3	3	2	レジャー	一人	Mon Jun 29 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	50125	リッチモンドホテル札幌駅前	14Fに宿泊したので眺望も良く、室内も清潔で使い勝手も良く満足です。朝食も満足でした。	4	3	4	4	4	4	4	レジャー	一人	Mon May 18 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	140844	アパホテル＜札幌すすきの駅前＞	ビジネスで利用するにはいいですね、立地もいいし玄関にコンビニもあるし	3	3	5	3	3	-	-	レジャー	一人	Tue Mar 31 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	147185	アパホテル＜ＴＫＰ札幌駅前＞	部屋は狭いが、立地は大変良く便利。	3	3	5	2	3	4	-	レジャー	家族	Sat Nov 21 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	79254	ホテル京阪札幌	立地は駅近でコンビニも近く便利です。部屋は綺麗で快適に過ごせました。大浴場は、満室だったせいか夜は大変混雑していて入れませんでしたが、早朝は空いていてゆっくり入ることができ快適でした。朝食ビュッフェは、品数が多く美味しくいただけました。	5	4	5	5	4	2	5	ビジネス	一人	Tue Feb 24 00:00:00 JST 2015	チャチャ2073	50代	男性	65
B_ビジネス	06_札幌	449	ホテル　サッポロメッツ	札幌駅からは離れていますが、近くに地下鉄駅があるので満足ですが、出来ればアメニティだけでも交換して欲しいです。歯ブラシだけ有って歯磨き粉が無い状態になってしまったので。	4	3	3	4	3	3	-	レジャー	一人	Tue Sep 29 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	41399	プレミアホテル　中島公園　札幌（旧：ノボテル札幌）	フロントの方の対応もよく、遅めのチェックアウトも嬉しかったです。	4	4	2	4	4	3	-	ビジネス	一人	Fri Sep 18 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	130030	ラッソ　ライフステージホテル	立地もよく、お部屋も綺麗で清潔でした。また利用させてもらいます	5	3	5	5	3	3	-	レジャー	恋人	Fri Apr 03 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	67899	ニコーカプセルホテル　リフレ	この値段であれば十分、何の問題もありません。	5	4	4	4	4	5	4	レジャー	一人	Fri Nov 20 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	9564	ホテル翔ＳＡＰＰＯＲＯ（旧ウイークリー翔すすきの）	普通です。	3	3	3	3	3	3	-	レジャー	一人	Fri Jul 17 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	108414	東横イン札幌駅北口	ここの東横インは初めて宿泊させて頂きました。スタッフの方も対応がスムーズで気持ち良く宿泊させて頂きました。また利用させて頂きます。	4	3	4	3	3	-	3	ビジネス	一人	Fri Aug 07 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5903	アートホテルズ札幌	アートホテルズ札幌さんに初宿泊　　　建物・ロビー・フロントの雰囲気は、良かったです。　部屋は、広くて良かったのですが、清掃状態は、一部を除くと良かったのですがバスルーム(バスタフ)が、ざらつき付きがあったのが残念です。※大浴場利用を前提なのか？　あと眺望が、残念などころです。(12階喫煙)　※参考ため他の高層ホテル(札幌中島公園地区)の喫煙者が宿泊出来る最高階は、ＮＳで２３階・ＳＥＴで１８階・ＬＳで１６階・ＩＳで１４階となっています。　朝食会場の雰囲気は、良く美味しくいただきました。フロントスタッフ対応は、良かったです。	3	3	5	3	3	2	5	その他	一人	Tue Nov 10 00:00:00 JST 2015	すきっぷぼーいず	40代	男性	1
B_ビジネス	06_札幌	169	札幌全日空ホテル	１０年ぶりぐらいに利用させて頂きました。スタッフの方々の対応も気持ちよく、ゆったりと宿泊できました。朝食バイキングの会場も混雑している中にも、手際のいい案内でストレスなく朝食を摂る事ができました。朝一番に気分を良くさせて頂いてその日も仕事に出発できました。	4	4	4	4	4	-	4	ビジネス	一人	Fri Oct 09 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5398	ホテル　札幌サンプラザ	屋内駐車場なので良いです。	4	4	4	4	4	4	-	レジャー	一人	Thu Dec 17 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5253	ホテルニューバジェット札幌	色々と不満有れどコスパは間違いなく高い!また行くか？と聞かれたら行くだろうな	4	3	4	3	2	2	4	ビジネス	一人	Thu Apr 16 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	11255	ホテルルートイン札幌白石	人工温泉とのことですが、よく温まりました。これは麦飯石の粉末が入っているのでしょうか。10分ほど跨線橋脇の歩道などを歩くと焼肉の平和園（白石店）で食事ができました。朝食はおいしかったのですが、料金が少し上がっても、フルーツ、ヨーグルトがあると満足度が高いと思います。ロビーにコーヒーが無料で飲めるように見えましたが、テイクアウトができると車で出発するときに助かります。	4	3	3	3	4	4	4	ビジネス	一人	Thu Oct 22 00:00:00 JST 2015	楽天201210010275	50代	男性	4
B_ビジネス	06_札幌	72781	ＪＲイン札幌	立地はとても良い。ホテルの朝食はフォトギャラリーの朝食の写真でほぼ全て。分かっていれば問題ない。	4	3	5	4	4	-	2	レジャー	一人	Mon Jun 29 00:00:00 JST 2015	QPx7x21px88	40代	男性	3
B_ビジネス	06_札幌	844	ラッソ　アイスバーグホテル	ロビー、エントランス、廊下等々、目に楽しい作りでした。女性向きでしょうかね。部屋も広く問題ないのですが、一つだけシャワーが古く、クルクル回っちゃうところが使いにくかったです。	4	4	4	4	4	2	3	ビジネス	一人	Mon Oct 12 00:00:00 JST 2015	さがみ野	50代	男性	2
B_ビジネス	06_札幌	9564	ホテル翔ＳＡＰＰＯＲＯ（旧ウイークリー翔すすきの）	部屋は小さめでアメニティーはイマイチでしたが、低価格で朝ご飯が充実していました。駐車場もあったので助かりました。また予約したいと思います。	5	3	5	4	3	3	5	レジャー	友達	Wed Jun 10 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5903	アートホテルズ札幌	温泉を愉しむというプランでしたが、部屋の窓からの景色がボイラーしか見えない部屋であったのはちょっと残念だった。市街地に立地する施設なので、仕方ない部分はありますが、プラン選択の際に分かる様な記載はあっても良いと思いました。上記は、概ね良かったです。	3	3	4	2	4	4	3	その他	一人	Tue Feb 17 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	791	ネストホテル札幌大通	駅や飲み屋からも近く便利です。ホテルの都合で広い部屋にして頂けましたが、ファミリールーム（ベッド４）広すぎでした。朝食のバイキングは雄勝の種類も多く、自分で海鮮丼にして食べました。満足	5	4	4	5	4	5	5	ビジネス	一人	Mon Jan 26 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	67899	ニコーカプセルホテル　リフレ	コストパフォーマンスが素晴らしいです。	5	4	4	3	4	5	3	ビジネス	一人	Wed Aug 05 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	835	ホテルリソル札幌　中島公園	部屋もゆったりしていてとても良くゆっくり休めました。	4	4	4	4	4	4	3	レジャー	一人	Sat Jun 27 00:00:00 JST 2015	投稿者	na	na	na
