分類	エリア	施設コード	施設名	テキスト	総合	サービス	立地	部屋	設備・アメニティ	風呂	食事	旅行の目的	同伴者	宿泊年月	投稿者	年代	性別	投稿回数
A_レジャー	02_草津	5878	草津温泉　昔心の宿　金みどり	少し到着が遅くなりましたが、スタッフの方の親切な挨拶に気分が良くなりましたお部屋もモダンで落ち着きますお部屋食で担当の方もご丁寧な挨拶と共に食事のタイミングが良く、ゆっくり頂けました。その際の女将さんの挨拶があり話が弾んでしまいました温泉も二種類の源泉を使っているのがまた良し。お肌ツルツルになりました朝は、イベントで早めにチェックアウトしてしまいましたが、車をそのまま停めてくださりありがたかったです次回は、もっとノンビリしながら宿泊したいと思います	5	5	4	5	5	5	5	レジャー	一人	Fri Dec 04 00:00:00 JST 2015	諸さん3860	30代	男性	1
A_レジャー	02_草津	16110	草津温泉ホテルリゾート	お風呂が広々で、ゆったりと入浴することが出来ました。	4	3	4	3	3	4	3	レジャー	家族	Wed Aug 12 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	5270	草津温泉　ホテルヴィレッジ	３度目の利用ですが、今回は、善光寺参りで渋温泉１泊、当館に１泊しました。いつもながら、ウィング館指定で利用させて頂きましたが、部屋は広々と、清掃の行き届いたところは気に入っています。風呂は、流石、草津温泉です。大浴場も素晴らしいですね。当日は、団体客が多かったためか、大変混雑していました。（いつもながら）食事はバイキングで、寿司、刺身はあまり美味しくありませんでしたが、肉は美味しかったですね。また利用させて頂きたいと思います。	5	4	5	5	5	5	4	レジャー	家族	Wed May 27 00:00:00 JST 2015	nonbeiharuchan6948	70代	男性	6
A_レジャー	02_草津	9598	草津温泉　草津ナウリゾートホテル	スキー旅行のため利用させていただきました。夕食の内容は満足のいくものでしたが、席が満席で待ち時間が30分ほどあり予想外でした。3連休中ということもありスタッフの方も忙しそうで、食べ終わったブッフェのお皿を片付けていただけなかったのが残念です。スキー場も近く、チェックアウト後も温泉に入り体を温めて帰宅することができました。スタッフの方の対応もよく、夕食の待ち時間を除けば、また行きたいと思うホテルでした。	4	3	4	3	4	4	4	レジャー	家族	Sat Jan 10 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	76810	草津温泉　草津さくらリゾートホテル	お安いプランだったのでビジネスホテルのツインルームのようなお部屋でした。お部屋の掃除は行き届いており、暖房もエアコンとファンヒータがあって暖かく過ごせました。ここってリゾートホテルなんですが、お風呂がとても良かったです。３つの貸切風呂があり、特に檜のお風呂は広くて檜の湯船に万代源泉のお湯が掛け流しという何とも贅沢なお風呂です。万代源泉のお湯はPhが1.7の強酸性で如何にも効きそうというお湯です。ここに何度も入れるというのは湯治冥利に尽きる、もうこれだけで草津に来た甲斐があったいうものです。湯畑からはちょっと離れていますが歩いて8分、途中にはどんぐりというお洒落な洋食屋さんもあったりします。	4	4	2	3	4	5	-	レジャー	一人	Sun Mar 08 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	11093	hotel　taka草津温泉	温泉がよかった。湯畑からの帰り（夜）に迷ってしまった。	4	3	2	3	2	5	-	レジャー	家族	Mon Oct 12 00:00:00 JST 2015	チーアンドカズ	50代	男性	12
A_レジャー	02_草津	129576	草津温泉　大東舘	父の退職祝で宿泊いたしました。部屋など考慮して頂き有難う御座いました。良いプレゼントになりました。食事もバイキングで無く両親の希望する会席料理だったので良かったです。立地は湯畑の目の前ですぐに歩きに行けました。フロントの方の対応もとても丁寧でした。	5	5	5	5	4	4	4	レジャー	家族	Fri Dec 18 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	39705	草津温泉　ホテル一井	大きな部屋と大きなお風呂でゆっくり優雅に過ごす事が出来ました。後は、レクレーションルーム(カラオケ室)などがあったら、さらに最高でしたね。ありがとう！	5	4	5	5	4	5	4	レジャー	家族	Sat Nov 21 00:00:00 JST 2015	イサミ4948	50代	男性	2
A_レジャー	02_草津	31675	草津温泉　中村屋旅館＜群馬県＞	３月２０日に宿泊しました。初めての草津温泉での宿泊でしたが、お風呂も食事も充分に堪能出来ました。たまたま、お風呂が貸し切りに近い状態でしたので、外湯は止めて、源泉掛け流しのお風呂をしっかり堪能させていただきました。何よりも嬉しく感動したのが、チェックアウトの際におにぎりを持たせていただいたことです。引き続き、旅を続ける私たちには、本当にありがたく、美味しくいただきました。その心遣いに感動しました。また、機会を見つけて訪れたいと思います。本当にお世話になりありがとうございました。	5	5	5	4	5	5	5	レジャー	家族	Fri Mar 20 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	109164	草津温泉　ペットと泊まれる宿　音雅	大人５人、幼児１人、子犬１匹で和室１０畳では狭すぎです。リビング８畳はくつろげる機能やレイアウトではなく非常に窮屈な思いをしました。この人数であれば２部屋用意すべきです。修学旅行のタコ部屋のイメージでした。残念	2	3	3	1	3	3	3	レジャー	家族	Sat Oct 24 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	107756	草津温泉　湯宿　季の庭（ときのにわ）	雰囲気はとてもよかったですがおもてなしの気配りや大事な料金の間違えでせっかくの癒しが台無しになりました。サウナはかび臭かったのでアロマなどなにか対処をするといいと思います。連泊客への対応を改善していただけるのならまた伺いたいです。	1	2	3	2	5	4	3	レジャー	家族	Fri Aug 21 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	67910	草津温泉　田島屋旅館	４５℃くらいあるんでしょうか、１０秒しか入れませんでしたが、良かったです。出発時に傘を貸していただけて大変助かりました。	5	5	4	4	3	4	-	レジャー	一人	Sun Aug 16 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	7166	草津温泉　５種貸切風呂の宿　湯宿　きんだい	8月2日宿泊しました。静かな場所で、従業者の方の態度も感じよく、のんびり過ごさせていただきました。メインの料理にも、新鮮な野菜にも満足しました。ハーブティーも美味しかったです。お風呂は2種類に3回入らせていただきました。ただ、せっかく5つあるなら、それぞれ違った雰囲気のものにすれば楽しみも5倍になるのかなと思いました。皆様お世話になりました。	4	4	3	4	4	4	4	レジャー	家族	Sun Aug 02 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	51759	草津温泉　いで湯荘	亭主の人柄も良く、色々教えて頂き旅の参考になりました。湯畑からも程よい近さで、何度か外出する間に湯畑までの近道を発見したらとても近い事がわかりました。この立地とお値段だったら、また草津へ行くことがあったら利用したいです。	4	4	5	3	3	4	4	レジャー	家族	Fri May 01 00:00:00 JST 2015	マッシュ1211	40代	男性	1
A_レジャー	02_草津	17838	草津温泉　薬師の湯　湯元館	立地も湯畑の目の前で文句なし。料理も質、量共に十分でした。従業員のサービスも良く、ちょっとしか離れていない駐車場まで送り迎えもしてくれて、心遣いがうれしかったです。また、従業員のおじさん？がいろいろ草津の湯について教えてくれて、ありがたかったです。	4	4	5	3	4	4	4	レジャー	家族	Sun Sep 20 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	31675	草津温泉　中村屋旅館＜群馬県＞	彼氏の誕生日に利用させていただきました。湯畑が本当に近く、ご飯もとってもボリューム満点で美味しくて二人とも大満足でした！お部屋は二人で利用するには充分すぎるほど広く、とても綺麗でした。冷房がなかったのですが、扇風機はありますし、窓を開ければわりと涼しかったです。5つも貸切のお風呂があり、脱衣所も清潔でした！ついつい朝ご飯の後も入ってしまいました。猫ちゃんたちも人懐っこくて可愛くて、猫好きの我々は大歓喜でした。リュウくんがパトロールに行ってしまっていて会えなかったのが残念でしたので、また利用させていただいた時に会える事を期待しています！さらに、なんと誕生日ケーキも用意してくださっていて感動です！ありがとうございます☆また、当日までまったく知らなかったのですが、タイミングが良くこの日に草津温泉感謝祭が開催されていたので、浴衣で湯畑まで出かけて、湯畑周辺が真っ暗になり女神様が降りて来られる、という神聖な雰囲気も味わえて、大変貴重な経験が出来たので、この日に決めて本当に良かったです。帰りの際のおむすびも、とっても美味しかったです(^^)！人生で最高の誕生日だったと、彼にも満足していただけました。また、なにかの節目に利用させていただきたいと思います☆本当に、2日間ありがとうございました！	5	5	5	5	5	5	5	レジャー	恋人	Sat Aug 01 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	70807	草津温泉　奈良屋	お風呂はさすが、これだけでこの宿に泊まった価値はあります。残念なのは食事。工夫を凝らしてあれやこれやとやっておられるのですが１つのお皿に乗っている個々の食材の良さが死んでしまっている。また、前の料理、今の料理、次の料理とバラバラで統一性が全くない。あと、みねざくらのお部屋にお世話になりましたが直下がコンビニの喫煙場所で夜中、騒がしく目が覚めた。	3	3	5	5	3	5	1	レジャー	家族	Sun Jul 12 00:00:00 JST 2015	ベーやん1966	40代	男性	10
A_レジャー	02_草津	107756	草津温泉　湯宿　季の庭（ときのにわ）	3月11日に宿泊しました。食事良し、サービス良し、温泉良しで、パーフェクトでした。また宿泊したいと思います。	5	5	5	5	5	5	5	レジャー	恋人	Wed Mar 11 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	56137	草津温泉　ホテル櫻井	６月２６日に兄弟夫婦３組で宿泊しました。楽天の安価なコースであったことと団体客が多かったので食事（バイキング）や風呂の混雑が心配でしたが、食事は団体は別会場、風呂も時間帯の違いや大きな風呂浴槽、広い洗い場スペースだったので、女性陣からは高評価・大満足の言葉をもらい今回幹事として一安心でした。応対もよく従業員教育されていることを感じられました。残念なことは名所・湯畑まではホテルの定時運行バス利用になりますが、湯畑からの帰りに一般客がバス待ちしている前に、団体ツアーガイドらしき人が団体客を優先させていたことです。	5	5	4	5	3	5	5	レジャー	その他	Fri Jun 26 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	75162	草津温泉　草津ホテル	１０月に続き今年の秋は２回目の宿泊になりました。先月お世話になったとのことでお食事内容も変えていただき大変感謝しております。とても美味しくいただきましたよ♪今回のお部屋も大変りっぱでそしてホテルの温泉はしっとりと比重もあり草津温泉の中でも私はとてもお気にいりです♪帰る際はいつも通り美人の若奥様がしっかりお見送りくださりありがとうございました。今までお着物姿でしたが今回初めての洋服姿は新鮮でした♪スタッフの方もみなさんとても感じよく親切です♪これからも機会があればお世話にになりますので宜しくお願いいたします。有難うございました！！	5	5	5	5	5	5	5	レジャー	家族	Mon Nov 09 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	111177	草津温泉　綿の湯　草津ホテル別館	結婚記念日にふるさと納税の感謝券を利用して行きました。アニバーサリーのプランで申し込みをしました。規模が小さい事により、到着時点から 名前で呼んでいただけたり  合間でのちょっとした会話にも ちゃんと把握してくださっていることが とても 嬉しく感じました。草津ホテルのノウハウを 少人数だから出来るサービスでした。もし 出来ることであれば、お部屋にお風呂はなくても ドライヤーを備えつけて欲しいのと、座椅子か 大きめのクッションを用意するのは いかがでしょうか。また 来年の結婚記念日にも 行かせていただきたいと思いました。ありがとうございました。	4	5	4	4	4	5	4	レジャー	家族	Fri Nov 13 00:00:00 JST 2015	rickymamachan	50代	女性	1
A_レジャー	02_草津	7128	草津温泉　日新館	７月１８日に「三家会」と云う仲間で１泊しました。湯畑近くと云う事で３ヶ月も前に予約をし楽しみにしていた旅行でした。当日はお祭りの日で大変賑わっていて　毎年旅行していますが夕食後の外出も初めてあり　楽しい温泉旅行となりました。「食事」も美味しく頂きましたし　名湯で疲れも取れ　２日目のスケジュールも充分満喫することが出来ました。　　６名でENJOYしまくった草津の旅でした。	5	5	5	4	4	4	5	レジャー	友達	Sat Jul 18 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	39705	草津温泉　ホテル一井	立地もよく最高でした。	4	4	5	3	4	4	3	レジャー	家族	Wed Aug 12 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	6092	草津温泉　ペンションヴァンベール	お料理がすごくおいしかったですよ！　サービスが最高でした。また行きたいと思える心やすらぐペンションだと思います。	5	5	5	5	5	5	5	レジャー	一人	Sat Mar 07 00:00:00 JST 2015	tosi-2001	50代	男性	6
A_レジャー	02_草津	2487	草津温泉　尻焼き風呂の桐島屋旅館	草津とあってお湯がとても良く、肌がつるつるになりました。スキー場まで車で5分ほど、湯畑までも徒歩ですぐ。白根神社が近くにあり、初詣も行けました。立地的にはとても良かったです。建物が古いとは思いますが、年期の入った箇所が多く、泊まる方によっては意見が分かれるかもしれません。バスタオル、フェイスタオル、ドライヤーが部屋になく、アメニティーの点ではもう少し用意して頂きたかったです。素泊まりプランでしたが、朝食をつけて頂き、どれも大変美味しく頂きました。	3	3	5	3	2	3	4	レジャー	家族	Wed Dec 30 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	129576	草津温泉　大東舘	人間2人とチワワ1匹で初めての群馬旅行でした。四月でしたが雪が降ってしまいかなり早めに到着してしまいました。とりあえず駐車場と思いフロントで場所を聞くともうお部屋の準備ができてますのでどうぞと通してくださいました！！犬連れで0度の寒さ車に置いてくわけにも行かず、本当に困っていたのでものすごく嬉しかったです。駐車場の送迎も時間外の中してくださり本当に助かりました。またお部屋も広く年期ははいってますが、綺麗に掃除されていて快適でした。お風呂.....人間用のお風呂は深めの浴槽でゆったりでき、何よりアメニティが豊富でした！お風呂場にサーバーがあるのも良かったです。犬用はとっても広く程よい温度で愛犬の毛がつやっつやになりました。肉球のあかぎれも瞬時に治っちゃいました。食事は普通でしたが従業員の方が丁寧でくつろげました。夜中まで浴衣のまま直接いける,,魚民,,があり湯畑を見ながらゆっくり出来ました。立地も素晴らしく何より従業員の方が素晴らしかったです！！フロントの吉田さんありがとうございました！！今回の旅行はこの宿のおかげで本当に楽しい思い出に出来ました。また必ず来たいです。モニタープランだからではなく心から感謝を込めてレビューかかせていただきました。悩んでる方は是非利用してください。特に犬連れの方！！	5	5	5	5	5	5	4	レジャー	家族	Wed Apr 08 00:00:00 JST 2015	アヤルー	20代	女性	4
A_レジャー	02_草津	4719	草津温泉　ホテルみゆき	こちらから露天風呂のことや浴衣のや事は言わないと対応してくれませんでした。露天風呂はどうなるか聞くと、この時間しかないと言われ、一歩遅ければ入れませんでした	3	3	5	2	3	3	2	レジャー	家族	Sat Aug 15 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	5270	草津温泉　ホテルヴィレッジ	久しぶりの家族旅行でした。食事も美味しくてみんな大満足の旅でした。	4	4	4	5	4	4	4	レジャー	家族	Thu May 21 00:00:00 JST 2015	ka-ko146100	50代	女性	3
A_レジャー	02_草津	139837	ペンション　はぎわら	草津に行くといつもはホテルに泊まり、人の多い大浴場を利用し、ホテルのそれなりの食事を食べていました。しかし今回はペンションはぎわらに泊まり、わたの湯を好きな時間にじっくりと堪能し、お店で好きなものを食べて、自分達の好きなように草津を満喫でき、とてもリフレッシュできました。わたの湯、柔らかい泉質のとても良いお湯でした。そしてペンションの看板犬の柴犬モモちゃん、かわいいなぁ～！	4	3	4	3	3	5	-	レジャー	家族	Fri Nov 13 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	39705	草津温泉　ホテル一井	湯畑が見える部屋で良かったです。夕食と朝食の席も湯畑が見える席で最高でした。お風呂も温泉らしい温泉ですごく良かったです。ホテルまでの道が狭いのと、駐車場が狭いのは、立地条件場良いので仕方ないと思います。もう一度行ってみたいホテルです。	5	5	5	5	4	5	5	レジャー	家族	Mon Aug 24 00:00:00 JST 2015	星のおやじ	50代	男性	2
A_レジャー	02_草津	17837	草津温泉　喜びの宿　高松	湯畑から近く、宿の風呂も湯畑周りの風呂も楽しめて良かったです。食事内容もそれなりに気を使ってくれて満足です。でも、配膳、というか、フロア係の人数が少なくて飲み物の注文がなかなかできませんでした。忙しいから指摘するのも可哀そうですが、若い女性の給仕の方は呼んでいるのに気がついても目を逸らして知らんぷり。あんなことでホテルの印象悪くしたらもったいないと思います。それと、貸切露天風呂。確か館内の表示には「庭園露天風呂」とあったような。でも、行ってみるとしっかりコンクリートの天井だし、庭は2メートル4メートル位の空間に石が敷きつめられ岩が転がっていてしかも竹垣で仕切ってあって出ていけないものでした。看板に偽りあり、ではないでしょうか。ネーミングに砕鉱の余地ありだと思います。それと貸切風呂の金額ですが、私のプランでは割り引かれるはずだったのに…。	4	4	5	4	4	4	4	レジャー	家族	Thu Aug 20 00:00:00 JST 2015	シンプルライフがいちばん	50代	男性	41
A_レジャー	02_草津	39705	草津温泉　ホテル一井	サウナがあればよかったが。夕食バイキングは、普通でした。もっと特色があれば。清算時、混んでいて、３０分待ちでした。	3	3	5	4	4	3	3	レジャー	家族	Sat Apr 04 00:00:00 JST 2015	エスプレッソ2001	50代	男性	2
A_レジャー	02_草津	51759	草津温泉　いで湯荘	シルバーウィークの9月に1泊で利用させて頂きました。食事・温泉・接客など満足でした。また機会がありましたら利用させて頂きたいと思います。お世話になりありがとうございました。	4	4	4	4	4	4	4	レジャー	家族	Sun Sep 20 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	139837	ペンション　はぎわら	宿に着いたら２階の部屋でした。目当ての温泉は新鮮で綺麗なお湯でした。湯が良いという口コミ通りとても良い温泉でした。	4	3	4	3	3	5	-	レジャー	一人	Wed Feb 18 00:00:00 JST 2015	orangi oranzo	40代	女性	25
A_レジャー	02_草津	5270	草津温泉　ホテルヴィレッジ	建物が古くて壁紙が破れて居たのが気になりました。アメニティーも歯ブラシしかなく、部屋のシャンプーもあまり良い物では無かったのが残念です。ビュッフェは品数も多く良かったですが、ステーキのお肉が固くて噛めませんでした（笑）弾丸ツアーで当日の午前中に予約して午後にチェックインできたのは良かったです。	4	3	4	4	2	4	3	レジャー	家族	Wed Jun 24 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	17837	草津温泉　喜びの宿　高松	初めての草津旅行で、義理の両親も一緒だったため、失礼があったらと不安でしたが、湯畑まで徒歩3分、駐車場も完備でとっても良かったです。食事もたくさんあり、ご飯バイキングにはご飯が大好きな旦那も大満足だったみたいです。子供の食事もたくさんあり、2歳と3歳の子供には多いくらいでしたが、持ち帰りの許可もいただき、大変助かりました。おかげで、家族旅行での良い思い出になりました。また草津に行く際には利用させていただきたいです。	4	4	5	3	4	4	5	レジャー	家族	Wed Mar 11 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	32436	草津温泉　湯畑すぐ　自家源泉の宿　一田屋旅館	部屋の暖房の効きが始め悪かったのがきになりましたが、お風呂や立地は非常によかったです。特に30分の家族風呂は隠れ家的で、家族や友達と入るにはすごくよかったです。	5	3	4	4	3	5	4	レジャー	友達	Sat Dec 12 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	72061	草津湯菜の宿　杓凪華（しゃくなげ）	2月6日から二泊宿泊し、静かなのんびり過ごす事ができました。地産地消のお料理は、楽天での口コミ通り以上に満足いくお食事でした。スタンダードプランの量が足りないか？と心配して前日に宿へ問い合わせしましたが、お酒を飲みながら適量でした。温かいもの、冷たいものが美味しい頃合いで配膳されていました。宿で出されたお饅頭も地元のオススメ店のようで帰りにアツアツをお土産にしました。系列の箱根、那須、また草津に泊まりたいです。こみあうサービスの悪いガッカリな食事が心配な方は、是非オススメです。	5	5	4	5	4	5	5	レジャー	家族	Fri Feb 06 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	11091	草津温泉　ペンションみとも	11/1に利用しました。場所は湯畑にも近く大変便利な場所と思います。チェックイン時間より前でしたが、快く受け入れて頂き、お陰様で時間を上手く使えました。料理は派手さは無いですが、大変美味しく頂きました。朝食はもう少し食べたい感じでしたが、その後、湯畑周辺を散策したので、試食や混雑回避の早め昼食を考えると、結果、丁度良かったです。観光中を見越した計算ならこれも素晴らしいサービスと思えました。かなり直前予約の初草津だったのですが、良い宿に泊まれ良い旅になりました。また、機会があれば利用したいと思います。	5	4	5	3	3	4	4	レジャー	家族	Sun Nov 01 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	11093	hotel　taka草津温泉	風呂がいいのでまたまた来ました。結構宿泊者多いのになぜか風呂はバッティングせず、毎回露天風呂へ入れました。もう何回来たかな？またよろしくお願いします。	5	4	4	4	4	5	-	レジャー	家族	Sun Jul 19 00:00:00 JST 2015	せいさん３３５５	50代	男性	14
A_レジャー	02_草津	19370	草津温泉　丘の上のホテル	お部屋の雰囲気はよく、窓からの眺めは山々が見えてとてもよかったですが、貸切風呂についてはとても残念でした。当日 無料の貸切風呂を予約をし、２２時の予約時間になって、お風呂の場所を案内されました。湯船をみると体毛がたくさん浮いており、とても入る気になれず、シャワーで済ませました。他のカップルも貸切風呂を案内されていましたが、そちらはどんな状態なのか、気になりました。草津温泉中心地までは送迎があり(有料)、それはとても助かりました。	4	4	4	4	2	1	3	レジャー	恋人	Mon Sep 21 00:00:00 JST 2015	相葉ちゃん似	40代	女性	1
A_レジャー	02_草津	4904	草津温泉　望雲	フロントの対応。決して悪かった訳ではないのですが、少し冷たいような印象を受けました。	4	4	4	4	3	5	4	レジャー	家族	Wed Apr 22 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	2398	草津温泉　ホテルスパックス草津	自分の誕生日に初めて草津に行き、このホテルを利用させて貰いました。ラウンジで無料のコーヒーや女性の浴衣を選べるサービスなど豊富でした！言うまでもなくご飯の懐石料理も美味しかったです。運ばれてくるタイミングがBestでした！！また、温泉街がある湯畑には徒歩7分ぐらいで近いので助かります。そして1番は丁寧な接客が印象深く、また草津に来た際はかならず利用します(*^_^*)！	5	5	5	4	4	4	4	レジャー	恋人	Sun Jun 28 00:00:00 JST 2015	mast☆	20代	男性	1
A_レジャー	02_草津	38838	草津温泉　香旬の宿　長楽	夕食・朝食ともに、とても美味しかった。食事は個室で、一品一品タイミングよく持ってきて頂き、落ち着いて食事を楽しむことができた。立派なお箸を頂き、記念になった。、お風呂の温度も快適で、宿泊者自体が少ないため、とても快適な温泉だった。	5	5	4	5	5	5	5	レジャー	家族	Sat Dec 05 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	76475	草津温泉　赤ちゃん！キッズ！大歓迎の宿　ゆたか	８月８日から２泊しました。やんちゃ盛りの３歳の息子を連れての旅でしたがたいへん満足出来ました。夜は外食、朝食は宿で頂きましたがボリューム満点でご飯も美味しい。源泉掛け流しの内湯も3つあり何度も楽しむことが出来ました。小さな子どもを抱える親たちにとって申し分なし、と言えます。	5	5	5	3	5	5	5	レジャー	家族	Sat Aug 08 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	39705	草津温泉　ホテル一井	シルバーウィークに宿泊しました。口コミ通り、立地は抜群、湯畑の真ん前で素晴らしかったです。食事、お風呂、部屋ともに大満足です。翌日も帰りまで、荷物を預かって頂き、予約もしていないのに、マイクロバスでバスセンターまで、送って頂き、とても助かりました。お世話になりました。	5	5	5	5	5	5	4	レジャー	家族	Sat Sep 19 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	11093	hotel　taka草津温泉	６月２２日に宿泊しました。早めについてしまったのですが、時間前でも温かく迎えていただきました。湯畑までの近道や周辺の情報をいただけたおかげで、スムーズに観光できました。思った以上に観光スポットまで近く、コンビニも近く、便利だと思います。お風呂も完全貸切で、システムもわかりやすく使いやすかったです。オーナーもとても親切でした。	5	5	5	5	3	5	-	レジャー	恋人	Mon Jun 22 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	129576	草津温泉　大東舘	ワンコとに一緒にお世話になりました。立地は最高です。湯畑の真ん前！温泉に入ってお散歩するのにとてもいいです。お食事も美味しく頂きました。特に朝食が良かったです。道が狭く駐車場が不便なのが難点です。	4	5	4	2	3	3	3	レジャー	家族	Wed Sep 23 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	39705	草津温泉　ホテル一井	広いお風呂に草津のお湯は最高でした。湯畑の目の前で、立地も最高でした。	4	4	5	3	4	4	3	レジャー	家族	Thu Sep 24 00:00:00 JST 2015	ikechan1609	50代	男性	12
A_レジャー	02_草津	137020	草津温泉　ホテルおおるり	お値段に対し立地もよく満足です。また利用させて戴きます。	4	3	5	3	3	3	3	レジャー	友達	Sat May 30 00:00:00 JST 2015	kuwapon989898	50代	男性	8
A_レジャー	02_草津	9598	草津温泉　草津ナウリゾートホテル	食事も美味しかったですし、お部屋もとても綺麗で満足でしたが、バイキングでの接客があまりよくありませんでした。他が良かっただけに残念です。	3	2	4	5	4	3	4	レジャー	一人	Sat Jul 25 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	140864	草津温泉　湯宿えだ屋	食事がたいへん美味しいかったです。	4	4	5	3	2	4	4	レジャー	家族	Sun Mar 29 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	143323	草津温泉　湯畑の宿　佳乃や	先日はお世話になりました。今回初めて素泊まりという食事は外で食べるという自由なプラン。早めに到着してしまい車は駐車場に置かせてもらい湯畑周辺散策。チェックインは少し早めになってしまいましたが対応して頂きました。建物が古いので音が気になるかもと説明もきちんとありました。思ったとおり結構響きますが仕方ないですね。お風呂は熱いと思ったらかなりぬるく少し残念でした。外食するためオススメのお店があるか聞いた時になんとも業務的な対応でサービス業の基本、笑顔が欲しかったですね。外食し戻った時に部屋の鍵をカウンターで渡してもらう際、おかえりなさい的な一言あると良かったかもしれません。世間話が嫌なお客様もいるかもしれませんが言われて嫌な気分にゎならない一言だと思います。後は朝のサービスの軽食も十分に満足です。とりあえずいい経験が出来たのは事実です。スタッフの皆さんが成長出来ることを楽しみにしています。	4	2	5	4	4	3	4	レジャー	家族	Sat Oct 31 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	137020	草津温泉　ホテルおおるり	提携しているホテルのお風呂にも入れて良かったです。値段を考えると、食事も、飲み放題ですし、大変満足です。	5	4	4	4	3	4	4	レジャー	家族	Tue Oct 27 00:00:00 JST 2015	カモチャン4004	60代	男性	2
A_レジャー	02_草津	107756	草津温泉　湯宿　季の庭（ときのにわ）	前回とても良かったので、今回、両親の金婚式のお祝いに利用させて頂きました。前回同様とても満足出来ました。お祝いまで頂き両親も喜んでいました。機会があれば是非また利用させて頂きます。	5	5	4	4	4	5	4	レジャー	家族	Tue Nov 24 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	43832	ホテル　せんぱく	近くに温泉　弁当屋　スーパーなどあり便利でした	3	3	4	3	3	-	-	レジャー	一人	Sat Apr 11 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	5270	草津温泉　ホテルヴィレッジ	平日にもかかわらず宿泊客が多く驚いた。価格が手ごろなところが人気を呼んでいるのだろう。食事は、コース料理を選択した。初日のフランス料理のコースは、サービス内容ともに満足できるもの。二日目の和食は、食事時間が19時半からということもあり、配膳の方が早く終わらせたいという意識がありあり。コース料理を選ぶのなら早めの時間を選択するほうがいいようだ。部屋は、シャトー棟を選んだが、年月が経過したためか、隣室のテレビの音が漏れ聞こえてくるほど。ふるさと割りを利用して半額近くの金額で宿泊していなければ、評価点数は、すべて1点づつ下がっていただろう。	4	4	4	4	3	4	4	レジャー	家族	Tue Nov 03 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	39705	草津温泉　ホテル一井	一泊でお世話になりました。部屋も最上階の特別室になっていて、とても広く良かったです。食事も量も多くとても美味しくいただきました。また利用したいと思います。	5	5	5	5	5	5	5	レジャー	家族	Thu Dec 03 00:00:00 JST 2015	投稿者	na	na	na
A_レジャー	02_草津	2398	草津温泉　ホテルスパックス草津	想像してたよりも大きな建物でビックリしました。お部屋も角部屋で気持ちよかったですし、お風呂やサービスも大満足でした。料理もとても美味しく頂くことが出来ました。あえて１点言わせていただくなら、ご飯（米）が他の料理に比べると残念だったかなと・・・。また機会があれば泊まりたいと思います。	5	5	5	5	4	5	4	レジャー	家族	Wed Oct 21 00:00:00 JST 2015	投稿者	na	na	na
